ID,Name,Fundkategorie,Link
2296,Sievern (Schatzfund) III,,iDAI gazetteer
2297,Nauen IV (suspekt),Schatzfund,iDAI gazetteer
2298,Schlotheim (Hortfund),Schatzfund,iDAI gazetteer
2299,Gierstädt (Schatzfund),,iDAI gazetteer
2300,Günstedt (Hortfund),Schatzfund,iDAI gazetteer
2301,Trostadt (Fdpl. 6) (Hortfund),Schatzfund,iDAI gazetteer
2302,Bad Langensalza (Umgebung) (Hortfund?),Schatzfund,iDAI gazetteer
2303,Kleinromstedt (Fdpl. 1) (Hortfund?),,iDAI gazetteer
2304,Rudolstadt (Fdpl. 43) (Hortfund?),Schatzfund,iDAI gazetteer
2305,Tautenburg (Fdpl. 1) (Hortfund?),Schatzfund,iDAI gazetteer
2306,Sankt Annen (Schatzfund),Schatzfund,iDAI gazetteer
2307,Erfurt (Hortfund),Schatzfund,iDAI gazetteer
2308,Schwabhausen (Hortfund),Schatzfund,iDAI gazetteer
2309,Altengottern (Siedlungsfunde),,iDAI gazetteer
2310,Bollstedt (Fdpl. 29-31),,iDAI gazetteer
2311,Flürener Heide (Hortfund ?),,iDAI gazetteer
2312,Haffen (Hortfund),,iDAI gazetteer
2313,Beeckerwerth,Einzelfund,iDAI gazetteer
2314,Großenbaum (Hortfund),Schatzfund,iDAI gazetteer
2315,Beunderain,Einzelfund,iDAI gazetteer
2316,Obererbach (Hortfund),,iDAI gazetteer
2317,Wolfhagen,Einzelfund,iDAI gazetteer
2318,"Berstadt, südl. Kirchspitze",,iDAI gazetteer
2319,Düdelsheim,,iDAI gazetteer
2320,Keltengräber,,iDAI gazetteer
2321,Diersheim,,iDAI gazetteer
2322,Jänschwalde,Unbekannt,iDAI gazetteer
2323,Auf dem Damm,,iDAI gazetteer
,,,
2325,Vossberg (mittelalterlicher Schatzfund),Schatzfund,iDAI gazetteer
2326,Lalendorf-Roggow,Einzelfund,iDAI gazetteer
2327,Landwehr (Schatzfund),Schatzfund,iDAI gazetteer
2328,Rathmannsdorf-Felmerholz,Einzelfund,iDAI gazetteer
,,,
2330,Norgaardholz,Einzelfund,iDAI gazetteer
2331,Kastorf,Kollektivfund,iDAI gazetteer
2332,Anna-Seghers-Str. 2-8 (Esch III),,iDAI gazetteer
2333,Im Einsiedlerfeld,,iDAI gazetteer
2334,Im Oberfeld links der Straße,,iDAI gazetteer
2335,Im Hehnes,,iDAI gazetteer
2336,Auf den Bildstocksweg,,iDAI gazetteer
2337,Papendorf 26,Einzelfund,iDAI gazetteer
2338,Wilhelmshof 1,Einzelfund,iDAI gazetteer
2339,Neben dem Banngraben,,iDAI gazetteer
2340,Auf dem Hehnesgraben,,iDAI gazetteer
2341,Vor der hohen Brücke,,iDAI gazetteer
2342,Edendorf,,iDAI gazetteer
2343,Driehausen,,iDAI gazetteer
2344,Hunteburg (Schatzfund),,iDAI gazetteer
2345,Hitzacker-Marwedel Siedlung,,iDAI gazetteer
2346,Auf dem Weidich die Halbteile,,iDAI gazetteer
2347,Am Gerauer Weg die Pfütze,,iDAI gazetteer
2348,Neuwiese,,iDAI gazetteer
2349,Im Oberfeld am steinernen Haus,,iDAI gazetteer
2350,2001-181 Langwiesen III 2013/14,,iDAI gazetteer
2351,Hohenwedel,,iDAI gazetteer
2352,Meißen,,iDAI gazetteer
2353,Asseln,,iDAI gazetteer
2354,Geseke V,,iDAI gazetteer
2355,Bremen (Bundesland),,iDAI gazetteer
2356,Harpen V,,iDAI gazetteer
2357,Berlebeck III,,iDAI gazetteer
2358,Horn-Bad Meinberg VII,Einzelfund,iDAI gazetteer
2359,Brenken VI,,iDAI gazetteer
2360,Steinheim II,,iDAI gazetteer
2361,Soest VII,,iDAI gazetteer
2362,Ardey (Siedlungsfund) XX (Grube 457),,iDAI gazetteer
2363,Drohndorf,Grabfund,iDAI gazetteer
2364,Holsterhausen II,Einzelfund,iDAI gazetteer
2365,"""Zwischen Calvörde und Haldensleben""",Einzelfund,iDAI gazetteer
2366,Klein Bartensleben,Einzelfund,iDAI gazetteer
2367,Heeren I,Einzelfund,iDAI gazetteer
2368,Stendal(-Ost),Einzelfund,iDAI gazetteer
2369,Stendal III,Einzelfund,iDAI gazetteer
2370,Tangermünde,Einzelfund,iDAI gazetteer
2371,Samswegen,Unbekannt,iDAI gazetteer
2372,Radisleben,Einzelfund,iDAI gazetteer
2373,Altenburg (Bernburg),Einzelfund,iDAI gazetteer
2374,Könnern (Hortfund),Schatzfund,iDAI gazetteer
2375,Salzfurtkapelle,Einzelfund,iDAI gazetteer
2376,Soest (Gräberfeld),Grabfund,iDAI gazetteer
2377,Soest (Gräberfeld) II,Grabfund,iDAI gazetteer
2378,Bochum (Ehrenfeldstraße),,iDAI gazetteer
2379,Geseke VI,,iDAI gazetteer
2380,Dortmund (Syburg),,iDAI gazetteer
2381,Harpen VI,,iDAI gazetteer
2382,Paderborn X,,iDAI gazetteer
2383,Paderborn XI,,iDAI gazetteer
2384,Scherfede V,,iDAI gazetteer
2385,Brenken VII,,iDAI gazetteer
2386,Münster X,,iDAI gazetteer
2387,Lembeck III,Grabfund,iDAI gazetteer
2388,Genthin III,Einzelfund,iDAI gazetteer
2389,Neukirchen,Unbekannt,iDAI gazetteer
2390,Altenzaun,Einzelfund,iDAI gazetteer
2391,Meyendorf (Hortfund?),Schatzfund,iDAI gazetteer
2392,Meseberg,Unbekannt,iDAI gazetteer
2393,Gödnitz,Unbekannt,iDAI gazetteer
2394,Crüchern II,Einzelfund,iDAI gazetteer
2395,"""Mansfelder Seekreis""",Einzelfund,iDAI gazetteer
2396,"""im Mansfeldischen""",Einzelfund,iDAI gazetteer
2397,"""bei Rothenburg""",Einzelfund,iDAI gazetteer
2398,Irrtümlich Provinz Sachsen,Unbekannt,iDAI gazetteer
2399,Bad Sulza,,iDAI gazetteer
2400,Eckolstädt,Einzelfund,iDAI gazetteer
2401,Flurstedt,Grabfund,iDAI gazetteer
2402,Kapellendorf,,iDAI gazetteer
2403,Reisdorf,,iDAI gazetteer
2404,Arnstadt,,iDAI gazetteer
2405,Arnstadt (Fundgattung unsicher),,iDAI gazetteer
2406,Arnstadt (unsichere Angaben),,iDAI gazetteer
2407,Arnstadt (Umgegend),Grabfund,iDAI gazetteer
2408,Dienstedt,,iDAI gazetteer
2409,Elxleben,,iDAI gazetteer
2410,Grossliebringen,,iDAI gazetteer
2411,Haarhausen,,iDAI gazetteer
2412,"Haltern (Hauptlager, Grabung 1925-1928)",,iDAI gazetteer
2413,"Haltern (Hauptlager, Grabung 1928)",,iDAI gazetteer
2414,"Haltern (Hauptlager, Grabung 1953)",,iDAI gazetteer
2415,"Haltern (Stadt, keine Fundangaben)",,iDAI gazetteer
2416,"Haltern (Annaberg-Kastell, auf dem Annaberg)",,iDAI gazetteer
2417,"Haltern (Arminiusstraße, Meiswinkel)",,iDAI gazetteer
2418,"Haltern (Anlegeplatz, Grabung 1900)",,iDAI gazetteer
2419,"Haltern (Stadt, Grabungen 1925-1932)",,iDAI gazetteer
2420,"Haltern (Uferkastell, vor dem Tor, 1. Periode)",,iDAI gazetteer
2421,"Haltern (Stadt, Grabungen 1905-1907)",,iDAI gazetteer
2422,"Haltern (Arminiusstraße, Baugrube 1, Pelen)",,iDAI gazetteer
2423,"Haltern (porta praetoria, Nähe)",,iDAI gazetteer
2424,"Haltern (Stadt, Grabung 1909)",,iDAI gazetteer
2425,Haltern (Nähe Jugendheim),,iDAI gazetteer
2426,"Haltern (Anlegeplatz, Wohngrube I)",,iDAI gazetteer
2427,"Haltern (Arminiusstraße, Nähe Buschkewitz)",,iDAI gazetteer
2428,Haltern (west. Armamentarium),,iDAI gazetteer
2429,"Haltern (Arminiusstraße, Grube 253)",,iDAI gazetteer
2430,Haltern (Arminiusstraße),,iDAI gazetteer
2431,Haltern (Grundstück Dahm),,iDAI gazetteer
2432,"Haltern (Stadt, Grube 1 c)",,iDAI gazetteer
2433,"Haltern (Augustusstraße 15, Grube 186 B)",,iDAI gazetteer
2434,"Haltern (Arminiusstraße 13, Fp. 14)",,iDAI gazetteer
2435,"Haltern (Hauptlager, Grabungen 1901-1902)",,iDAI gazetteer
2436,"Haltern (Stausee, Nordufer)",,iDAI gazetteer
2437,Am Laisee,,iDAI gazetteer
2438,Im Kastell,,iDAI gazetteer
2439,"Haltern (Stadt, bei Haltern)",,iDAI gazetteer
2440,"Haltern (Uferkastell, Eingang)",,iDAI gazetteer
2441,Lavesum (Einzelfund),,iDAI gazetteer
2442,"Haltern (Nähe Jugendheim, Grube 2)",,iDAI gazetteer
2443,"Haltern (Augustusstraße 15, Fp. 134)",,iDAI gazetteer
2444,"Haltern (via principalis, Grube)",,iDAI gazetteer
2445,Wüstung Nieder Hörgern,,iDAI gazetteer
2446,"Haltern (Arminiusstraße, Erweiterung)",,iDAI gazetteer
2447,"Haltern (via principalis, östl.)",,iDAI gazetteer
2448,"Haltern (Arminiusstraße, Meiswinkel, Grube 17)",,iDAI gazetteer
2449,"Haltern (Hauptlager, Grabung 1908)",,iDAI gazetteer
2450,"Haltern (Stadt, Grabungen 1901-1902)",,iDAI gazetteer
2451,"Haltern (Stadt, Grabung 1910)",,iDAI gazetteer
2452,Haltern (Fp. 82 N/418 W),,iDAI gazetteer
2453,"Haltern (Stadt, Grabung 1908)",,iDAI gazetteer
2454,Haltern (porta praetoria),,iDAI gazetteer
2455,Haltern (Fp. 9),,iDAI gazetteer
2456,Haltern (Grube A/100),,iDAI gazetteer
2457,"Haltern (Hauptlager, Grabung 1933-1934)",,iDAI gazetteer
2458,"Haltern (Arminiusstraße, Grube 61)",,iDAI gazetteer
2459,"Haltern (Annaberg-Kastell, Ostseite)",,iDAI gazetteer
2460,"Haltern (Hauptlager, Mittelteil)",,iDAI gazetteer
2461,Haltern (Fp. 17),,iDAI gazetteer
2462,"Haltern (Annaberg-Kastell, Abhang)",,iDAI gazetteer
2463,Haltern (Grube 284),,iDAI gazetteer
2464,Haltern (Grube 43),,iDAI gazetteer
2465,Haltern (praetorium),,iDAI gazetteer
2466,Haltern (praetorium) II,,iDAI gazetteer
2467,Haltern (Hauptlager),Schatzfund,iDAI gazetteer
2468,Haltern (Grube 23),,iDAI gazetteer
2469,"Haltern (Augustusstraße 15, nördl. via principalis)",,iDAI gazetteer
2470,"Haltern (Fp. 81,5 N/418,5 W)",,iDAI gazetteer
2471,"Haltern (Uferkastell, Wohngrube 16)",,iDAI gazetteer
2472,"Haltern (Stadt, Doppelnennungen?)",,iDAI gazetteer
2473,"Haltern (Fp. 110, Grundstück Schulz)",,iDAI gazetteer
2474,Haltern (Armamentarium),,iDAI gazetteer
2475,Haltern (Fp. 7),,iDAI gazetteer
2476,Haltern (Fp. 77),,iDAI gazetteer
2477,Haltern (Augustusstraße 15),,iDAI gazetteer
2478,"Haltern (Grube 20, Grundstück Wellmann)",,iDAI gazetteer
2479,"Haltern (Grube 60, Grundstück Wellmann)",,iDAI gazetteer
2480,"Haltern (Augustusstraße 15, Grube 186 A)",,iDAI gazetteer
2481,"Haltern (Grube 56, Grundstück Schulz)",,iDAI gazetteer
2482,"Haltern (Feldlager, Planum I)",,iDAI gazetteer
2483,Haltern (Fp. 71 N/405 W),,iDAI gazetteer
2484,Haltern (Fp. 25 N/407 W),,iDAI gazetteer
2485,Luckenwalde II (Kollektivfund?),Kollektivfund,iDAI gazetteer
2486,Biesenbrow I,Einzelfund,iDAI gazetteer
2487,"Haltern (Hauptlager, beim Planieren)",,iDAI gazetteer
2488,Haltern (Grube 558 b),,iDAI gazetteer
2489,Haltern (Grube 9),,iDAI gazetteer
2490,"Haltern (Hauptlager, Nähe)",,iDAI gazetteer
2491,Haltern (Grube 193),,iDAI gazetteer
2492,"Haltern (Augustusstraße 15, Grube 186)",,iDAI gazetteer
2493,"Haltern (Fp. 40 N/412,5 W)",,iDAI gazetteer
2494,"Haltern (Arminiusstraße, Grundstück Keller, Kanalisationsarbeiten)",,iDAI gazetteer
2495,"Haltern (Arminiusstraße, Grundstück Keller)",,iDAI gazetteer
2496,"Haltern (Grube 90 A, Grundstück Bohmert)",,iDAI gazetteer
2497,Haltern (Grube 417 d),,iDAI gazetteer
2498,Haltern (Grube 1 a),,iDAI gazetteer
2499,"Haltern (Stadt, beim Planieren)",,iDAI gazetteer
2500,"Haltern (Arminiusstraße, Erweiterung, Grube 240)",,iDAI gazetteer
2501,"Haltern (Grube 90 c, Grundstück Wellmann)",,iDAI gazetteer
2502,Haltern (Fp. 10 N/429 W),,iDAI gazetteer
2503,"Haltern (Uferkastell, Grabungen 1901-1902)",,iDAI gazetteer
2504,"Haltern (Uferkastell, Wohngrube 4)",,iDAI gazetteer
2505,"Haltern (Uferkastell, Kochloch 6)",,iDAI gazetteer
2506,"Haltern (Uferkastell, Wohngrube 17)",,iDAI gazetteer
2507,"Haltern (Anlegeplatz, Brandschicht Nordgraben)",,iDAI gazetteer
2508,Haltern (Sandgrube Koene),,iDAI gazetteer
2509,Märkisch Buchholz,Einzelfund,iDAI gazetteer
2510,Brieselang,Unbekannt,iDAI gazetteer
2511,Pausin II,Einzelfund,iDAI gazetteer
2512,"Haltern (Arminiusstraße, Grube 1, Pelen)",,iDAI gazetteer
2513,Paaren im Glien IV,Unbekannt,iDAI gazetteer
2514,Wustermark,Unbekannt,iDAI gazetteer
2515,Ketzin (Hortfund?),Schatzfund,iDAI gazetteer
2516,Bad Wilsnack,Unbekannt,iDAI gazetteer
2517,Fahrland,Grabfund,iDAI gazetteer
2518,Blankenfelde,Unbekannt,iDAI gazetteer
2519,"Haltern (Hauptlager, Grabung 1909)",,iDAI gazetteer
2520,"Haltern (Hauptlager, Grabungen 1925-1932)",,iDAI gazetteer
2521,"Haltern (Uferkastell, Baracken am Osttor)",,iDAI gazetteer
2522,"Haltern (Uferkastell, große Grabenkreuzung)",,iDAI gazetteer
2523,"Haltern (Uferkastell, Wohngrube 3)",,iDAI gazetteer
2524,"Haltern (Uferkastell, Feuerstelle 5 ""Schmiede"")",,iDAI gazetteer
2525,Haltern (Fp. 30 N/463 W),,iDAI gazetteer
2526,"Haltern (Uferkastell, Kochloch 1)",,iDAI gazetteer
2527,"Haltern (Hauptlager, Grabung 1910)",,iDAI gazetteer
2528,"Haltern (Hauptlager, Grube 2)",,iDAI gazetteer
2529,"Haltern (Augustusstraße 15, Fp. 135)",,iDAI gazetteer
2530,"Haltern (Stadt, Grabung 1933-1934)",,iDAI gazetteer
2531,Haltern (Arminiusstraße 13),,iDAI gazetteer
2532,"Haltern (westl. Arminiusstraße, Grube 62)",,iDAI gazetteer
2533,"Haltern (Arminiusstraße 13, Grube 85)",,iDAI gazetteer
2534,Haltern (Grube 411),,iDAI gazetteer
2535,"Haltern (Fp. 69, Grundstück Wellmann)",,iDAI gazetteer
2536,"Haltern (Grube 85, Grundstück Wellmann)",,iDAI gazetteer
2537,"Haltern (Feldlager, Baracke)",,iDAI gazetteer
2538,"Haltern (Hauptlager, Bereich fabrica)",,iDAI gazetteer
2539,"Haltern (Varusstraße, Garten Lenz)",,iDAI gazetteer
2540,Haltern (Feldlager),,iDAI gazetteer
2541,"Haltern (Fp. 66, Grundstück Wellmann)",,iDAI gazetteer
2542,"Haltern (Fp. 82, Grundstück Wellmann)",,iDAI gazetteer
2543,Haltern (Grube 527 a),,iDAI gazetteer
2544,"Haltern (Hauptlager, vorgeschobene Ostfront)",,iDAI gazetteer
2545,"Haltern (Arminiusstraße, Garten Buschkewitz)",,iDAI gazetteer
2546,"Haltern (Fp. 80, Grundstück Wellmann)",,iDAI gazetteer
2547,Haltern (Fp. 58 N/416 W),,iDAI gazetteer
2548,Haltern (Grube 13 a),,iDAI gazetteer
2549,"Haltern (Arminiusstraße, Erweiterung, Grube 248)",,iDAI gazetteer
2550,"Haltern (Arminiusstraße 13, Fp. 15)",,iDAI gazetteer
2551,"Haltern (Augustusstraße 15, Fp. 110)",,iDAI gazetteer
2552,Haltern (Fp. 80 N/ 432 W),,iDAI gazetteer
2553,Haltern (Fp. 76 N/ 416 W),,iDAI gazetteer
2554,Haltern (Grube 447),,iDAI gazetteer
2555,Haltern (Fp. 61 N/ 399 W),,iDAI gazetteer
2556,Haltern (Grube 401),,iDAI gazetteer
2557,Haltern (Grube 421),,iDAI gazetteer
2558,"Haltern (Hauptlager, Grube 34)",,iDAI gazetteer
2559,"Haltern (Augustusstraße 15, Grube 168 A)",,iDAI gazetteer
2560,Haltern (Grube 370),,iDAI gazetteer
2561,"Haltern (Varusstraße, Garten)",,iDAI gazetteer
2562,Haltern (nördl. Legatenhaus),,iDAI gazetteer
2563,"Haltern (Arminiusstraße, Baugrube 3, Pelen)",,iDAI gazetteer
2564,"Haltern (Arminiusstraße, Grundstück Schirmer)",,iDAI gazetteer
2565,"Haltern (Stadt, beim Planieren, Abraum 1956)",,iDAI gazetteer
2566,Haltern (Fp. 13),,iDAI gazetteer
2567,"Haltern (Augustusstraße/ Germanicusstraße, Grube 204)",,iDAI gazetteer
2568,"Haltern (Augustusstraße 15, Fp. 105)",,iDAI gazetteer
2569,"Haltern (Augustusstraße 15, Schnitt 5 B)",,iDAI gazetteer
2570,Haltern (Fp. 45 N/ 467 W),,iDAI gazetteer
2571,Haltern (Fp. 55 N/ 416 W),,iDAI gazetteer
2572,"Haltern (Fp. 81 N/ 465,5 W)",,iDAI gazetteer
2573,Haltern (Fp. 48 N/ 415 W),,iDAI gazetteer
2574,Haltern (Fp. 67 N/ 479 W),,iDAI gazetteer
2575,Haltern (westl. Arminiusstraße),,iDAI gazetteer
2576,"Haltern (Arminiusstraße 13, Grube 30)",,iDAI gazetteer
2577,"Haltern (Hauptlager, Jugendheim, beim Planieren)",,iDAI gazetteer
2578,"Haltern (Grube 91 A, Grundstück Wellmann)",,iDAI gazetteer
2579,Haltern (Fp. 16),,iDAI gazetteer
2580,Haltern (Fp. 71 N/ 441 W),,iDAI gazetteer
2581,"Haltern (Arminiusstraße 13, Grube 91 A)",,iDAI gazetteer
2582,"Haltern (Hauptlager, innere Ostfront)",,iDAI gazetteer
2583,"Haltern (Hauptlager, vorgeschobene Ostfront, Tor)",,iDAI gazetteer
2584,"Haltern (Hauptlager, Grabungen 1908-1910)",,iDAI gazetteer
2585,"Haltern (Hauptlager, Grube 74)",,iDAI gazetteer
2586,"Haltern (Hauptlager, nördl. Mittelteil, Steinsetzung)",,iDAI gazetteer
2587,Haltern (Hauptlager/ Feldlager),,iDAI gazetteer
2588,"Haltern (Hauptlager, Grube 13 a)",,iDAI gazetteer
2589,"Haltern (Hauptlager, Grube 17)",,iDAI gazetteer
2590,"Haltern (Hauptlager, Grube 61)",,iDAI gazetteer
2591,"Haltern (Hauptlager, Grube 41)",,iDAI gazetteer
2592,"Haltern (Hauptlager, Mittelteil, Suchgraben)",,iDAI gazetteer
2593,"Haltern (Armamentarium, Grube 1 a)",,iDAI gazetteer
2594,"Haltern (Grundstück Dahm, Grube 1)",,iDAI gazetteer
2595,"Haltern (Grundstück Dahm, westl. Grube 18)",,iDAI gazetteer
2596,"Haltern (Grundstück Dahm, Grube 25)",,iDAI gazetteer
2597,"Haltern (Arminiusstraße, Meiswinkel, Suchgraben)",,iDAI gazetteer
2598,"Haltern (Grundstück Walterbusch, Suchgraben I)",,iDAI gazetteer
2599,"Haltern (Grundstück Walterbusch, Suchgraben III)",,iDAI gazetteer
2600,"Haltern (Grundstück Walterbusch, Suchgraben V)",,iDAI gazetteer
2601,"Haltern (Arminiusstraße, Grundstück Schirmer, Grube 91)",,iDAI gazetteer
2602,"Haltern (westl. Arminiusstraße, Streufunde)",,iDAI gazetteer
2603,"Haltern (Feldlager, Nordteil)",,iDAI gazetteer
2604,Haltern (Nähe Grundstück Bohmert),,iDAI gazetteer
2605,Haltern (Grube 210),,iDAI gazetteer
2606,Haltern (Grube 245),,iDAI gazetteer
2607,Haltern (Grube 253),,iDAI gazetteer
2608,Haltern (Grube 264 a),,iDAI gazetteer
2609,Haltern (Grube 267),,iDAI gazetteer
2610,"Haltern (Grundstück Onnebrink-Schäfer, Grube 403)",,iDAI gazetteer
2611,"Haltern (Hauptlager, Jugendheim)",,iDAI gazetteer
2612,"Haltern (Annaberg-Kastell, am Fuße des Berges)",,iDAI gazetteer
2613,"Haltern (Jugendheim, Grube 14)",,iDAI gazetteer
2614,Haltern (Fp. 4),,iDAI gazetteer
2615,Haltern (Fp. 6),,iDAI gazetteer
2616,Haltern (Fp. 12),,iDAI gazetteer
2617,Haltern (Fp. 14),,iDAI gazetteer
2618,Haltern (Grube 3),,iDAI gazetteer
2619,"Haltern (Grube 9, westl. Hälfte)",,iDAI gazetteer
2620,Haltern (Grube 4),,iDAI gazetteer
2621,Haltern (Grube 30),,iDAI gazetteer
2622,Haltern (Grube 41),,iDAI gazetteer
2623,Haltern (Grube 93),,iDAI gazetteer
2624,Haltern (Grube 95),,iDAI gazetteer
2625,Haltern (Grube 154),,iDAI gazetteer
2626,Haltern (Grube 171),,iDAI gazetteer
2627,Haltern (Fp. 8),,iDAI gazetteer
2628,"Haltern (Arminiusstraße 13, Grube 21)",,iDAI gazetteer
2629,"Haltern (Arminiusstraße 13, Grube 24)",,iDAI gazetteer
2630,"Haltern (Arminiusstraße 13, Grube 60)",,iDAI gazetteer
2631,"Haltern (Arminiusstraße 13, Grube 90 A)",,iDAI gazetteer
2632,"Haltern (Augustusstraße 15, Grube 26)",,iDAI gazetteer
2633,"Haltern (Arminiusstraße 13, Fp. 19)",,iDAI gazetteer
2634,"Haltern (Arminiusstraße 13, Fp. 67)",,iDAI gazetteer
2635,"Haltern (Arminiusstraße 13, Fp. 80)",,iDAI gazetteer
2636,"Haltern (Arminiusstraße 13, Fp. 81)",,iDAI gazetteer
2637,"Haltern (Arminiusstraße 13, Fp. 86)",,iDAI gazetteer
2638,"Haltern (Augustusstraße 15, Fp. 132)",,iDAI gazetteer
2639,"Haltern (Augustusstraße 15, Fp. 142)",,iDAI gazetteer
2640,"Haltern (Augustusstraße 15, Fp. 145)",,iDAI gazetteer
2641,"Haltern (Arminiusstraße 13, beim Planieren)",,iDAI gazetteer
2642,"Haltern (Grundstück Schulz, Fp. 1)",,iDAI gazetteer
2643,"Haltern (Grundstück Schulz, Fp. 3)",,iDAI gazetteer
2644,"Haltern (Grundstück Schulz, Fp. 7)",,iDAI gazetteer
2645,"Haltern (Grundstück Schulz, Fp. 22)",,iDAI gazetteer
2646,"Haltern (Grundstück Schulz, Fp. 23)",,iDAI gazetteer
2647,"Haltern (Grundstück Schulz, Fp. 113)",,iDAI gazetteer
2648,"Haltern (Grundstück Schulz, Fp. 119)",,iDAI gazetteer
2649,"Haltern (Grundstück Schulz, Fp. 174)",,iDAI gazetteer
2650,Haltern (Fp. 75 N/ 441 W),,iDAI gazetteer
2651,Haltern (Fp. 90 N/ 452 W),,iDAI gazetteer
2652,Haltern (50 cm westl. Nordwestecke Planum A),,iDAI gazetteer
2653,Haltern (Fp. 54 N/ 468 W),,iDAI gazetteer
2654,Haltern (Fp. 54 N/ 445 W),,iDAI gazetteer
2655,Haltern (Fp. 83 N/ 432 W),,iDAI gazetteer
2656,Haltern (Fp. 86 N/ 433 W),,iDAI gazetteer
2657,Haltern (Grube 268),,iDAI gazetteer
2658,Haltern (Fp. 26 N/ 400 W),,iDAI gazetteer
2659,"Haltern (Fp. 3,5 N/ 401 W)",,iDAI gazetteer
2660,Haltern (Fp. 13 N/ 407 W),,iDAI gazetteer
2661,Haltern (Fp. 79 N/ 426 W),,iDAI gazetteer
2662,Haltern (Fp. 93 N/ 417 W),,iDAI gazetteer
2663,Schwerin (Brandenburg),Unbekannt,iDAI gazetteer
2664,"Haltern (Stadt, in Haltern)",Einzelfund,iDAI gazetteer
2665,Haltern (Fp. 77 N/ 420 W),,iDAI gazetteer
2666,Haltern (Fp. 59 N/ 433 W),,iDAI gazetteer
2667,Haltern (Fp. 60 N/ 416 W),,iDAI gazetteer
2668,Haltern (Fp. 66 N/ 426 W),,iDAI gazetteer
2669,"Haltern (Fp. 74 N/ 415,5 W)",,iDAI gazetteer
2670,Sandhorst,,iDAI gazetteer
2671,Friedeburg,,iDAI gazetteer
2672,"Haltern (Fp. 58,5 N/ 417 W)",,iDAI gazetteer
2673,Haltern (Grube 366),,iDAI gazetteer
2674,Haltern (Grube 367),,iDAI gazetteer
2675,Haltern (Grube 381),,iDAI gazetteer
2676,"Haltern (Fp. 74 N/ 404,5 W)",,iDAI gazetteer
2677,"Haltern (Fp. 80 N/ 404,5 W)",,iDAI gazetteer
2678,"Haltern (Fp. 30,5 N/ 415 W)",,iDAI gazetteer
2679,Haltern (Fp. 38 N/ 413 W),,iDAI gazetteer
2680,Haltern (Fp. 52 N/ 414 W),,iDAI gazetteer
2681,Haltern (Grube 366 a),,iDAI gazetteer
2682,Haltern (Grube 417 a),,iDAI gazetteer
2683,Haltern (Grube 442),,iDAI gazetteer
2684,Haltern (Grube 443 b),,iDAI gazetteer
2685,Haltern (Grube 404),,iDAI gazetteer
2686,Haltern (Grube 432),,iDAI gazetteer
2687,Engter,,iDAI gazetteer
2688,Haltern (Fp. +/- 0 N/ 436 W),,iDAI gazetteer
2689,Westerstede,,iDAI gazetteer
2690,Haltern (Fp. +/- 0 N/ 438 W),,iDAI gazetteer
2691,Haltern (Grube 464 a),,iDAI gazetteer
2692,Haltern (Grube 464 b),,iDAI gazetteer
2693,Haltern (Fp. 38 N/ 467 W),,iDAI gazetteer
2694,Haltern (Fp. 19 N/ 478 W),,iDAI gazetteer
2695,Haltern (Grube 563),,iDAI gazetteer
2696,Haltern (Fp. 56 N/ 476 W),,iDAI gazetteer
2697,Haltern (Grube 594),,iDAI gazetteer
2698,Haltern (Grube 606),,iDAI gazetteer
2699,"Haltern (Stadt, Grabungen 1967-1968, Schule)",,iDAI gazetteer
2700,"Haltern (nördl. Legatenhaus, Grube 100)",,iDAI gazetteer
2701,Haltern (Grube 240),,iDAI gazetteer
2702,"Haltern (Uferkastell, letzte Periode)",,iDAI gazetteer
2703,"Haltern (Hauptlager, Grube 62)",,iDAI gazetteer
2704,Haltern (Fundstelle III),,iDAI gazetteer
2705,"Haltern (Hauptlager, Nordfront)",,iDAI gazetteer
2706,"Haltern (Hauptlager, Grube 47)",,iDAI gazetteer
2707,"Haltern (Arminiusstraße, Baugrube Pelen)",,iDAI gazetteer
2708,Haltern (Grube 7),,iDAI gazetteer
2709,"Haltern (Grundstück Stelter, Grube 8)",,iDAI gazetteer
2710,"Haltern (Grundstück Dahm, Grube 77)",,iDAI gazetteer
2711,"Haltern (Grundstück Walterbusch, Suchgraben IV b)",,iDAI gazetteer
2712,Haltern (Grube 249),,iDAI gazetteer
2713,Haltern (Grube 269),,iDAI gazetteer
2714,"Haltern (Arminiusstraße, Grundstück Onnebrink-Schäfer)",,iDAI gazetteer
2715,"Haltern (Grundstück Thiemann, Grube 11)",,iDAI gazetteer
2716,"Haltern (Grundstück Thiemann, Grube 18)",,iDAI gazetteer
2717,Haltern (Fp. 5),,iDAI gazetteer
2718,Haltern (Fp. 15),,iDAI gazetteer
2719,Haltern (Grube 87),,iDAI gazetteer
2720,Haltern (Grube 117),,iDAI gazetteer
2721,Haltern (Grube 151 A),,iDAI gazetteer
2722,"Haltern (Arminiusstraße 13, Grube 20)",,iDAI gazetteer
2723,"Haltern (Arminiusstraße 13, Grube 62)",,iDAI gazetteer
2724,"Haltern (westl. Arminiusstraße, Grube 88)",,iDAI gazetteer
2725,"Haltern (Arminiusstraße 13, Fp. 68)",,iDAI gazetteer
2726,"Haltern (Augustusstraße 15, Grube 154)",,iDAI gazetteer
2727,"Haltern (Augustusstraße 15, Grube 202)",,iDAI gazetteer
2728,"Haltern (Augustusstraße 15, Fp. 141)",,iDAI gazetteer
2729,Haltern (Grundstück Bohmert),,iDAI gazetteer
